SPY,SPY,SPY,SPY,SPY,SPY,SPY,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,TROW,TROW,TROW,TROW,TROW,TROW,TROW,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,VTI,VTI,VTI,VTI,VTI,VTI,VTI
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
289.26,289.93,288.41,289.23,52345601,229903,289.161718,289.26,289.93,288.41,289.23,52345601,229903,289.161718,289.26,289.93,288.41,289.23,52345601,229903,289.161718,289.26,289.93,288.41,289.23,52345601,229903,289.161718,289.26,289.93,288.41,289.23,52345601,229903,289.161718
289.52,290.22,289.18,289.47,39205709,194956,289.675094,289.52,290.22,289.18,289.47,39205709,194956,289.675094,289.52,290.22,289.18,289.47,39205709,194956,289.675094,289.52,290.22,289.18,289.47,39205709,194956,289.675094,289.52,290.22,289.18,289.47,39205709,194956,289.675094
291.38,293.57,290.99,292.32,85469823,387216,292.242582,291.38,293.57,290.99,292.32,85469823,387216,292.242582,291.38,293.57,290.99,292.32,85469823,387216,292.242582,291.38,293.57,290.99,292.32,85469823,387216,292.242582,291.38,293.57,290.99,292.32,85469823,387216,292.242582
292.55,293.65,291.47,293.01,80323977,339731,292.685169,292.55,293.65,291.47,293.01,80323977,339731,292.685169,292.55,293.65,291.47,293.01,80323977,339731,292.685169,292.55,293.65,291.47,293.01,80323977,339731,292.685169,292.55,293.65,291.47,293.01,80323977,339731,292.685169
296.04,296.3093,293.1255,295.88,117760417,369798,295.307119,296.04,296.3093,293.1255,295.88,117760417,369798,295.307119,296.04,296.3093,293.1255,295.88,117760417,369798,295.307119,296.04,296.3093,293.1255,295.88,117760417,369798,295.307119,296.04,296.3093,293.1255,295.88,117760417,369798,295.307119
294.13,295.52,293.76,294.0,85099241,291151,294.338918,294.13,295.52,293.76,294.0,85099241,291151,294.338918,294.13,295.52,293.76,294.0,85099241,291151,294.338918,294.13,295.52,293.76,294.0,85099241,291151,294.338918,294.13,295.52,293.76,294.0,85099241,291151,294.338918
294.23,294.58,293.47,293.66,47610730,203286,293.971447,294.23,294.58,293.47,293.66,47610730,203286,293.971447,294.23,294.58,293.47,293.66,47610730,203286,293.971447,294.23,294.58,293.47,293.66,47610730,203286,293.971447,294.23,294.58,293.47,293.66,47610730,203286,293.971447
293.7,293.73,290.64,290.78,82344336,301447,292.000459,293.7,293.73,290.64,290.78,82344336,301447,292.000459,293.7,293.73,290.64,290.78,82344336,301447,292.000459,293.7,293.73,290.64,290.78,82344336,301447,292.000459,293.7,293.73,290.64,290.78,82344336,301447,292.000459
291.75,292.31,290.345,290.51,52064906,226135,291.035618,291.75,292.31,290.345,290.51,52064906,226135,291.035618,291.75,292.31,290.345,290.51,52064906,226135,291.035618,291.75,292.31,290.345,290.51,52064906,226135,291.035618,291.75,292.31,290.345,290.51,52064906,226135,291.035618
291.31,292.06,290.89,291.52,40484164,185583,291.584832,291.31,292.06,290.89,291.52,40484164,185583,291.584832,291.31,292.06,290.89,291.52,40484164,185583,291.584832,291.31,292.06,290.89,291.52,40484164,185583,291.584832,291.31,292.06,290.89,291.52,40484164,185583,291.584832
292.58,293.55,292.01,293.1,59508955,246484,292.797839,292.58,293.55,292.01,293.1,59508955,246484,292.797839,292.58,293.55,292.01,293.1,59508955,246484,292.797839,292.58,293.55,292.01,293.1,59508955,246484,292.797839,292.58,293.55,292.01,293.1,59508955,246484,292.797839
296.68,296.92,294.33,295.58,79264778,313785,295.550961,296.68,296.92,294.33,295.58,79264778,313785,295.550961,296.68,296.92,294.33,295.58,79264778,313785,295.550961,296.68,296.92,294.33,295.58,79264778,313785,295.550961,296.68,296.92,294.33,295.58,79264778,313785,295.550961
295.61,296.49,291.21,296.44,62924305,243679,295.69054,295.61,296.49,291.21,296.44,62924305,243679,295.69054,295.61,296.49,291.21,296.44,62924305,243679,295.69054,295.61,296.49,291.21,296.44,62924305,243679,295.69054,295.61,296.49,291.21,296.44,62924305,243679,295.69054
297.18,298.82,297.02,298.8,40929346,162068,298.172623,297.18,298.82,297.02,298.8,40929346,162068,298.172623,297.18,298.82,297.02,298.8,40929346,162068,298.172623,297.18,298.82,297.02,298.8,40929346,162068,298.172623,297.18,298.82,297.02,298.8,40929346,162068,298.172623
297.45,298.64,296.01,298.27,51977326,229688,297.602081,297.45,298.64,296.01,298.27,51977326,229688,297.602081,297.45,298.64,296.01,298.27,51977326,229688,297.602081,297.45,298.64,296.01,298.27,51977326,229688,297.602081,297.45,298.64,296.01,298.27,51977326,229688,297.602081
297.01,298.2579,296.22,296.86,45961732,190736,296.885773,297.01,298.2579,296.22,296.86,45961732,190736,296.885773,297.01,298.2579,296.22,296.86,45961732,190736,296.885773,297.01,298.2579,296.22,296.86,45961732,190736,296.885773,297.01,298.2579,296.22,296.86,45961732,190736,296.885773
295.54,297.52,295.48,297.23,41504115,166322,296.762207,295.54,297.52,295.48,297.23,41504115,166322,296.762207,295.54,297.52,295.48,297.23,41504115,166322,296.762207,295.54,297.52,295.48,297.23,41504115,166322,296.762207,295.54,297.52,295.48,297.23,41504115,166322,296.762207
298.37,299.66,297.78,298.61,59008229,258916,298.535745,298.37,299.66,297.78,298.61,59008229,258916,298.535745,298.37,299.66,297.78,298.61,59008229,258916,298.535745,298.37,299.66,297.78,298.61,59008229,258916,298.535745,298.37,299.66,297.78,298.61,59008229,258916,298.535745
299.32,299.58,298.2,299.32,50935140,223129,299.020452,299.32,299.58,298.2,299.32,50935140,223129,299.020452,299.32,299.58,298.2,299.32,50935140,223129,299.020452,299.32,299.58,298.2,299.32,50935140,223129,299.020452,299.32,299.58,298.2,299.32,50935140,223129,299.020452
299.85,300.73,299.51,300.65,40511434,176835,300.142196,299.85,300.73,299.51,300.65,40511434,176835,300.142196,299.85,300.73,299.51,300.65,40511434,176835,300.142196,299.85,300.73,299.51,300.65,40511434,176835,300.142196,299.85,300.73,299.51,300.65,40511434,176835,300.142196
301.13,301.13,300.19,300.84,33992129,149900,300.605019,301.13,301.13,300.19,300.84,33992129,149900,300.605019,301.13,301.13,300.19,300.84,33992129,149900,300.605019,301.13,301.13,300.19,300.84,33992129,149900,300.605019,301.13,301.13,300.19,300.84,33992129,149900,300.605019
300.66,300.88,299.44,299.78,40807546,183816,300.108039,300.66,300.88,299.44,299.78,40807546,183816,300.108039,300.66,300.88,299.44,299.78,40807546,183816,300.108039,300.66,300.88,299.44,299.78,40807546,183816,300.108039,300.66,300.88,299.44,299.78,40807546,183816,300.108039
299.75,299.93,297.74,297.78,44343835,200151,298.543544,299.75,299.93,297.74,297.78,44343835,200151,298.543544,299.75,299.93,297.74,297.78,44343835,200151,298.543544,299.75,299.93,297.74,297.78,44343835,200151,298.543544,299.75,299.93,297.74,297.78,44343835,200151,298.543544
297.19,299.25,296.7,298.87,53567032,236661,298.067797,297.19,299.25,296.7,298.87,53567032,236661,298.067797,297.19,299.25,296.7,298.87,53567032,236661,298.067797,297.19,299.25,296.7,298.87,53567032,236661,298.067797,297.19,299.25,296.7,298.87,53567032,236661,298.067797
300.04,300.07,296.96,297.26,76794138,260715,298.617649,300.04,300.07,296.96,297.26,76794138,260715,298.617649,300.04,300.07,296.96,297.26,76794138,260715,298.617649,300.04,300.07,296.96,297.26,76794138,260715,298.617649,300.04,300.07,296.96,297.26,76794138,260715,298.617649
297.61,298.5,297.04,297.81,45137404,186383,297.748117,297.61,298.5,297.04,297.81,45137404,186383,297.748117,297.61,298.5,297.04,297.81,45137404,186383,297.748117,297.61,298.5,297.04,297.81,45137404,186383,297.748117,297.61,298.5,297.04,297.81,45137404,186383,297.748117
299.15,300.03,298.22,299.98,44935473,208847,299.177015,299.15,300.03,298.22,299.98,44935473,208847,299.177015,299.15,300.03,298.22,299.98,44935473,208847,299.177015,299.15,300.03,298.22,299.98,44935473,208847,299.177015,299.15,300.03,298.22,299.98,44935473,208847,299.177015
299.19,301.44,299.09,301.4,47738870,204882,300.570907,299.19,301.44,299.09,301.4,47738870,204882,300.570907,299.19,301.44,299.09,301.4,47738870,204882,300.570907,299.19,301.44,299.09,301.4,47738870,204882,300.570907,299.19,301.44,299.09,301.4,47738870,204882,300.570907
300.94,301.0,299.11,299.97,55864213,266901,300.079179,300.94,301.0,299.11,299.97,55864213,266901,300.079179,300.94,301.0,299.11,299.97,55864213,266901,300.079179,300.94,301.0,299.11,299.97,55864213,266901,300.079179,300.94,301.0,299.11,299.97,55864213,266901,300.079179
300.76,302.23,300.62,301.96,45430077,195123,301.590773,300.76,302.23,300.62,301.96,45430077,195123,301.590773,300.76,302.23,300.62,301.96,45430077,195123,301.590773,300.76,302.23,300.62,301.96,45430077,195123,301.590773,300.76,302.23,300.62,301.96,45430077,195123,301.590773
301.88,302.01,300.85,301.49,38182966,185789,301.47751,301.88,302.01,300.85,301.49,38182966,185789,301.47751,301.88,302.01,300.85,301.49,38182966,185789,301.47751,301.88,302.01,300.85,301.49,38182966,185789,301.47751,301.88,302.01,300.85,301.49,38182966,185789,301.47751
299.91,301.17,299.49,300.79,46360267,208893,300.597002,299.91,301.17,299.49,300.79,46360267,208893,300.597002,299.91,301.17,299.49,300.79,46360267,208893,300.597002,299.91,301.17,299.49,300.79,46360267,208893,300.597002,299.91,301.17,299.49,300.79,46360267,208893,300.597002
300.99,301.2,295.2,297.4,104971212,537642,298.744183,300.99,301.2,295.2,297.4,104971212,537642,298.744183,300.99,301.2,295.2,297.4,104971212,537642,298.744183,300.99,301.2,295.2,297.4,104971212,537642,298.744183,300.99,301.2,295.2,297.4,104971212,537642,298.744183
297.6,300.87,293.96,295.0,142653060,771413,296.650886,297.6,300.87,293.96,295.0,142653060,771413,296.650886,297.6,300.87,293.96,295.0,142653060,771413,296.650886,297.6,300.87,293.96,295.0,142653060,771413,296.650886,297.6,300.87,293.96,295.0,142653060,771413,296.650886
293.85,294.12,290.9,292.62,118248370,552082,292.544668,293.85,294.12,290.9,292.62,118248370,552082,292.544668,293.85,294.12,290.9,292.62,118248370,552082,292.544668,293.85,294.12,290.9,292.62,118248370,552082,292.544668,293.85,294.12,290.9,292.62,118248370,552082,292.544668
288.09,288.21,281.72,284.05,178747597,789975,285.254711,288.09,288.21,281.72,284.05,178747597,789975,285.254711,288.09,288.21,281.72,284.05,178747597,789975,285.254711,288.09,288.21,281.72,284.05,178747597,789975,285.254711,288.09,288.21,281.72,284.05,178747597,789975,285.254711
285.91,288.04,284.28,287.73,120763412,587808,286.234055,285.91,288.04,284.28,287.73,120763412,587808,286.234055,285.91,288.04,284.28,287.73,120763412,587808,286.234055,285.91,288.04,284.28,287.73,120763412,587808,286.234055,285.91,288.04,284.28,287.73,120763412,587808,286.234055
284.4,288.82,282.04,288.16,143723012,668446,286.311024,284.4,288.82,282.04,288.16,143723012,668446,286.311024,284.4,288.82,282.04,288.16,143723012,668446,286.311024,284.4,288.82,282.04,288.16,143723012,668446,286.311024,284.4,288.82,282.04,288.16,143723012,668446,286.311024
289.62,293.62,289.01,293.59,88075904,406693,291.72795,289.62,293.62,289.01,293.59,88075904,406693,291.72795,289.62,293.62,289.01,293.59,88075904,406693,291.72795,289.62,293.62,289.01,293.59,88075904,406693,291.72795,289.62,293.62,289.01,293.59,88075904,406693,291.72795
292.58,293.24,289.65,291.6,93729958,451157,291.732496,292.58,293.24,289.65,291.6,93729958,451157,291.732496,292.58,293.24,289.65,291.6,93729958,451157,291.732496,292.58,293.24,289.65,291.6,93729958,451157,291.732496,292.58,293.24,289.65,291.6,93729958,451157,291.732496
289.96,291.6052,287.02,288.07,60895115,324202,288.889779,289.96,291.6052,287.02,288.07,60895115,324202,288.889779,289.96,291.6052,287.02,288.07,60895115,324202,288.889779,289.96,291.6052,287.02,288.07,60895115,324202,288.889779,289.96,291.6052,287.02,288.07,60895115,324202,288.889779
287.74,294.15,287.36,292.42,100693314,490220,292.076183,287.74,294.15,287.36,292.42,100693314,490220,292.076183,287.74,294.15,287.36,292.42,100693314,490220,292.076183,287.74,294.15,287.36,292.42,100693314,490220,292.076183,287.74,294.15,287.36,292.42,100693314,490220,292.076183
288.07,292.4644,283.76,284.02,136293807,677326,285.776096,288.07,292.4644,283.76,284.02,136293807,677326,285.776096,288.07,292.4644,283.76,284.02,136293807,677326,285.776096,288.07,292.4644,283.76,284.02,136293807,677326,285.776096,288.07,292.4644,283.76,284.02,136293807,677326,285.776096
284.88,285.64,282.39,284.65,102128101,533485,284.469402,284.88,285.64,282.39,284.65,102128101,533485,284.469402,284.88,285.64,282.39,284.65,102128101,533485,284.469402,284.88,285.64,282.39,284.65,102128101,533485,284.469402,284.88,285.64,282.39,284.65,102128101,533485,284.469402
286.48,289.33,284.7138,288.81,86075298,371928,288.239546,286.48,289.33,284.7138,288.81,86075298,371928,288.239546,286.48,289.33,284.7138,288.81,86075298,371928,288.239546,286.48,289.33,284.7138,288.81,86075298,371928,288.239546,286.48,289.33,284.7138,288.81,86075298,371928,288.239546
292.19,293.08,291.44,292.32,53733045,264347,292.275536,292.19,293.08,291.44,292.32,53733045,264347,292.275536,292.19,293.08,291.44,292.32,53733045,264347,292.275536,292.19,293.08,291.44,292.32,53733045,264347,292.275536,292.19,293.08,291.44,292.32,53733045,264347,292.275536
291.77,292.36,289.95,290.02,51652752,242268,291.000229,291.77,292.36,289.95,290.02,51652752,242268,291.000229,291.77,292.36,289.95,290.02,51652752,242268,291.000229,291.77,292.36,289.95,290.02,51652752,242268,291.000229,291.77,292.36,289.95,290.02,51652752,242268,291.000229
292.48,292.86,291.72,292.41,49948583,232471,292.254323,292.48,292.86,291.72,292.41,49948583,232471,292.254323,292.48,292.86,291.72,292.41,49948583,232471,292.254323,292.48,292.86,291.72,292.41,49948583,232471,292.254323,292.48,292.86,291.72,292.41,49948583,232471,292.254323
293.23,293.93,290.4,292.33,51739392,285121,292.252155,293.23,293.93,290.4,292.33,51739392,285121,292.252155,293.23,293.93,290.4,292.33,51739392,285121,292.252155,293.23,293.93,290.4,292.33,51739392,285121,292.252155,293.23,293.93,290.4,292.33,51739392,285121,292.252155
290.92,292.76,283.47,284.88,149408020,785131,287.38912,290.92,292.76,283.47,284.88,149408020,785131,287.38912,290.92,292.76,283.47,284.88,149408020,785131,287.38912,290.92,292.76,283.47,284.88,149408020,785131,287.38912,290.92,292.76,283.47,284.88,149408020,785131,287.38912
287.27,288.0,285.58,287.95,72674040,348875,286.979104,287.27,288.0,285.58,287.95,72674040,348875,286.979104,287.27,288.0,285.58,287.95,72674040,348875,286.979104,287.27,288.0,285.58,287.95,72674040,348875,286.979104,287.27,288.0,285.58,287.95,72674040,348875,286.979104
289.54,289.95,286.03,286.7,68307923,346860,287.694466,289.54,289.95,286.03,286.7,68307923,346860,287.694466,289.54,289.95,286.03,286.7,68307923,346860,287.694466,289.54,289.95,286.03,286.7,68307923,346860,287.694466,289.54,289.95,286.03,286.7,68307923,346860,287.694466
286.14,289.07,285.25,288.84,60200590,311534,287.877722,286.14,289.07,285.25,288.84,60200590,311534,287.877722,286.14,289.07,285.25,288.84,60200590,311534,287.877722,286.14,289.07,285.25,288.84,60200590,311534,287.877722,286.14,289.07,285.25,288.84,60200590,311534,287.877722
291.72,293.16,290.61,292.58,58018751,309986,292.211021,291.72,293.16,290.61,292.58,58018751,309986,292.211021,291.72,293.16,290.61,292.58,58018751,309986,292.211021,291.72,293.16,290.61,292.58,58018751,309986,292.211021,291.72,293.16,290.61,292.58,58018751,309986,292.211021
294.22,294.2399,291.42,292.4527,63024780,303476,292.713824,294.22,294.2399,291.42,292.4527,63024780,303476,292.713824,294.22,294.2399,291.42,292.4527,63024780,303476,292.713824,294.22,294.2399,291.42,292.4527,63024780,303476,292.713824,294.22,294.2399,291.42,292.4527,63024780,303476,292.713824
290.57,291.58,289.27,290.75,69233875,362212,290.492676,290.57,291.58,289.27,290.75,69233875,362212,290.492676,290.57,291.58,289.27,290.75,69233875,362212,290.492676,290.57,291.58,289.27,290.75,69233875,362212,290.492676,290.57,291.58,289.27,290.75,69233875,362212,290.492676
293.14,294.055,292.31,293.97,47160461,236850,293.322384,293.14,294.055,292.31,293.97,47160461,236850,293.322384,293.14,294.055,292.31,293.97,47160461,236850,293.322384,293.14,294.055,292.31,293.97,47160461,236850,293.322384,293.14,294.055,292.31,293.97,47160461,236850,293.322384
296.79,298.83,294.001,297.75,83356779,377089,297.528062,296.79,298.83,294.001,297.75,83356779,377089,297.528062,296.79,298.83,294.001,297.75,83356779,377089,297.528062,296.79,298.83,294.001,297.75,83356779,377089,297.528062,296.79,298.83,294.001,297.75,83356779,377089,297.528062
298.17,298.76,297.42,298.05,49676444,255431,298.223331,298.17,298.76,297.42,298.05,49676444,255431,298.223331,298.17,298.76,297.42,298.05,49676444,255431,298.223331,298.17,298.76,297.42,298.05,49676444,255431,298.223331,298.17,298.76,297.42,298.05,49676444,255431,298.223331
299.14,299.24,297.16,298.2,51260290,241462,298.158399,299.14,299.24,297.16,298.2,51260290,241462,298.158399,299.14,299.24,297.16,298.2,51260290,241462,298.158399,299.14,299.24,297.16,298.2,51260290,241462,298.158399,299.14,299.24,297.16,298.2,51260290,241462,298.158399
297.36,298.2,295.97,298.09,58147135,299980,297.085119,297.36,298.2,295.97,298.09,58147135,299980,297.085119,297.36,298.2,295.97,298.09,58147135,299980,297.085119,297.36,298.2,295.97,298.09,58147135,299980,297.085119,297.36,298.2,295.97,298.09,58147135,299980,297.085119
298.47,300.34,297.75,300.31,68901166,270504,299.423456,298.47,300.34,297.75,300.31,68901166,270504,299.423456,298.47,300.34,297.75,300.31,68901166,270504,299.423456,298.47,300.34,297.75,300.31,68901166,270504,299.423456,298.47,300.34,297.75,300.31,68901166,270504,299.423456
301.25,302.46,300.41,301.36,73359459,374554,301.487198,301.25,302.46,300.41,301.36,73359459,374554,301.487198,301.25,302.46,300.41,301.36,73359459,374554,301.487198,301.25,302.46,300.41,301.36,73359459,374554,301.487198,301.25,302.46,300.41,301.36,73359459,374554,301.487198
301.78,302.17,300.68,300.99,62363660,251246,301.412105,301.78,302.17,300.68,300.99,62363660,251246,301.412105,301.78,302.17,300.68,300.99,62363660,251246,301.412105,301.78,302.17,300.68,300.99,62363660,251246,301.412105,301.78,302.17,300.68,300.99,62363660,251246,301.412105
299.84,301.1378,299.45,300.21,58391175,284885,300.129603,299.84,301.1378,299.45,300.21,58391175,284885,300.129603,299.84,301.1378,299.45,300.21,58391175,284885,300.129603,299.84,301.1378,299.45,300.21,58391175,284885,300.129603,299.84,301.1378,299.45,300.21,58391175,284885,300.129603
299.94,301.02,299.75,300.95,42988227,246166,300.339881,299.94,301.02,299.75,300.95,42988227,246166,300.339881,299.94,301.02,299.75,300.95,42988227,246166,300.339881,299.94,301.02,299.75,300.95,42988227,246166,300.339881,299.94,301.02,299.75,300.95,42988227,246166,300.339881
300.49,301.22,298.24,301.1,74332955,419863,299.918688,300.49,301.22,298.24,301.1,74332955,419863,299.918688,300.49,301.22,298.24,301.1,74332955,419863,299.918688,300.49,301.22,298.24,301.1,74332955,419863,299.918688,300.49,301.22,298.24,301.1,74332955,419863,299.918688
301.53,302.63,300.7103,301.07,78172860,293504,301.511436,301.53,302.63,300.7103,301.07,78172860,293504,301.511436,301.53,302.63,300.7103,301.07,78172860,293504,301.511436,301.53,302.63,300.7103,301.07,78172860,293504,301.511436,301.53,302.63,300.7103,301.07,78172860,293504,301.511436
300.36,300.67,297.41,298.08,100515238,374995,299.093834,300.36,300.67,297.41,298.08,100515238,374995,299.093834,300.36,300.67,297.41,298.08,100515238,374995,299.093834,300.36,300.67,297.41,298.08,100515238,374995,299.093834,300.36,300.67,297.41,298.08,100515238,374995,299.093834
297.55,299.0,297.27,298.3,47541342,221295,298.257134,297.55,299.0,297.27,298.3,47541342,221295,298.257134,297.55,299.0,297.27,298.3,47541342,221295,298.257134,297.55,299.0,297.27,298.3,47541342,221295,298.257134,297.55,299.0,297.27,298.3,47541342,221295,298.257134
299.41,299.84,294.81,295.92,97717924,519834,296.679211,299.41,299.84,294.81,295.92,97717924,519834,296.679211,299.41,299.84,294.81,295.92,97717924,519834,296.679211,299.41,299.84,294.81,295.92,97717924,519834,296.679211,299.41,299.84,294.81,295.92,97717924,519834,296.679211
295.96,298.11,294.33,297.61,73434081,356047,296.713554,295.96,298.11,294.33,297.61,73434081,356047,296.713554,295.96,298.11,294.33,297.61,73434081,356047,296.713554,295.96,298.11,294.33,297.61,73434081,356047,296.713554,295.96,298.11,294.33,297.61,73434081,356047,296.713554
297.63,297.86,295.45,297.0,58758157,329411,296.847045,297.63,297.86,295.45,297.0,58758157,329411,296.847045,297.63,297.86,295.45,297.0,58758157,329411,296.847045,297.63,297.86,295.45,297.0,58758157,329411,296.847045,297.63,297.86,295.45,297.0,58758157,329411,296.847045
297.83,297.9465,293.69,295.41,85194715,454922,295.623896,297.83,297.9465,293.69,295.41,85194715,454922,295.623896,297.83,297.9465,293.69,295.41,85194715,454922,295.623896,297.83,297.9465,293.69,295.41,85194715,454922,295.623896,297.83,297.9465,293.69,295.41,85194715,454922,295.623896
295.97,297.55,295.92,296.7905,52771311,258680,296.786007,295.97,297.55,295.92,296.7905,52771311,258680,296.786007,295.97,297.55,295.92,296.7905,52771311,258680,296.786007,295.97,297.55,295.92,296.7905,52771311,258680,296.786007,295.97,297.55,295.92,296.7905,52771311,258680,296.786007
297.74,298.455,293.0,293.32,90160482,422407,294.867498,297.74,298.455,293.0,293.32,90160482,422407,294.867498,297.74,298.455,293.0,293.32,90160482,422407,294.867498,297.74,298.455,293.0,293.32,90160482,422407,294.867498,297.74,298.455,293.0,293.32,90160482,422407,294.867498
291.48,291.51,286.64,288.16,125924074,608988,288.821147,291.48,291.51,286.64,288.16,125924074,608988,288.821147,291.48,291.51,286.64,288.16,125924074,608988,288.821147,291.48,291.51,286.64,288.16,125924074,608988,288.821147,291.48,291.51,286.64,288.16,125924074,608988,288.821147
287.81,290.45,284.82,290.45,85906608,517842,288.281946,287.81,290.45,284.82,290.45,85906608,517842,288.281946,287.81,290.45,284.82,290.45,85906608,517842,288.281946,287.81,290.45,284.82,290.45,85906608,517842,288.281946,287.81,290.45,284.82,290.45,85906608,517842,288.281946
291.14,294.63,290.82,294.3,66877330,305209,292.978205,291.14,294.63,290.82,294.3,66877330,305209,292.978205,291.14,294.63,290.82,294.3,66877330,305209,292.978205,291.14,294.63,290.82,294.3,66877330,305209,292.978205,291.14,294.63,290.82,294.3,66877330,305209,292.978205
293.47,295.26,292.77,293.1,61657344,314251,293.863605,293.47,295.26,292.77,293.1,61657344,314251,293.863605,293.47,295.26,292.77,293.1,61657344,314251,293.863605,293.47,295.26,292.77,293.1,61657344,314251,293.863605,293.47,295.26,292.77,293.1,61657344,314251,293.863605
291.04,291.85,288.49,288.66,103233039,495649,290.224498,291.04,291.85,288.49,288.66,103233039,495649,290.224498,291.04,291.85,288.49,288.66,103233039,495649,290.224498,291.04,291.85,288.49,288.66,103233039,495649,290.224498,291.04,291.85,288.49,288.66,103233039,495649,290.224498
290.75,292.3,288.6559,291.12,67331098,295521,291.047068,290.75,292.3,288.6559,291.12,67331098,295521,291.047068,290.75,292.3,288.6559,291.12,67331098,295521,291.047068,290.75,292.3,288.6559,291.12,67331098,295521,291.047068,290.75,292.3,288.6559,291.12,67331098,295521,291.047068
291.18,294.21,291.0,293.29,57265975,335440,292.960881,291.18,294.21,291.0,293.29,57265975,335440,292.960881,291.18,294.21,291.0,293.29,57265975,335440,292.960881,291.18,294.21,291.0,293.29,57265975,335440,292.960881,291.18,294.21,291.0,293.29,57265975,335440,292.960881
296.27,298.74,296.1448,296.25,101330616,503760,297.177407,296.27,298.74,296.1448,296.25,101330616,503760,297.177407,296.27,298.74,296.1448,296.25,101330616,503760,297.177407,296.27,298.74,296.1448,296.25,101330616,503760,297.177407,296.27,298.74,296.1448,296.25,101330616,503760,297.177407
295.93,296.67,295.57,296.03,40992668,191854,296.136447,295.93,296.67,295.57,296.03,40992668,191854,296.136447,295.93,296.67,295.57,296.03,40992668,191854,296.136447,295.93,296.67,295.57,296.03,40992668,191854,296.136447,295.93,296.67,295.57,296.03,40992668,191854,296.136447
297.1,299.7,296.97,298.88,48259856,262203,298.786484,297.1,299.7,296.97,298.88,48259856,262203,298.786484,297.1,299.7,296.97,298.88,48259856,262203,298.786484,297.1,299.7,296.97,298.88,48259856,262203,298.786484,297.1,299.7,296.97,298.88,48259856,262203,298.786484
298.37,299.16,297.92,298.46,52268387,243468,298.452661,298.37,299.16,297.92,298.46,52268387,243468,298.452661,298.37,299.16,297.92,298.46,52268387,243468,298.452661,298.37,299.16,297.92,298.46,52268387,243468,298.452661,298.37,299.16,297.92,298.46,52268387,243468,298.452661
299.67,300.24,298.515,299.21,47142725,242876,299.346255,299.67,300.24,298.515,299.21,47142725,242876,299.346255,299.67,300.24,298.515,299.21,47142725,242876,299.346255,299.67,300.24,298.515,299.21,47142725,242876,299.346255,299.67,300.24,298.515,299.21,47142725,242876,299.346255
298.69,299.395,296.99,298.09,64538228,279137,298.443287,298.69,299.395,296.99,298.09,64538228,279137,298.443287,298.69,299.395,296.99,298.09,64538228,279137,298.443287,298.69,299.395,296.99,298.09,64538228,279137,298.443287,298.69,299.395,296.99,298.09,64538228,279137,298.443287
299.42,300.21,298.935,300.03,39733263,193936,299.662986,299.42,300.21,298.935,300.03,39733263,193936,299.662986,299.42,300.21,298.935,300.03,39733263,193936,299.662986,299.42,300.21,298.935,300.03,39733263,193936,299.662986,299.42,300.21,298.935,300.03,39733263,193936,299.662986
300.58,300.9,298.91,298.99,49156505,227131,300.087292,300.58,300.9,298.91,298.99,49156505,227131,300.087292,300.58,300.9,298.91,298.99,49156505,227131,300.087292,300.58,300.9,298.91,298.99,49156505,227131,300.087292,300.58,300.9,298.91,298.99,49156505,227131,300.087292
298.73,299.94,298.495,299.83,35235859,191628,299.334407,298.73,299.94,298.495,299.83,35235859,191628,299.334407,298.73,299.94,298.495,299.83,35235859,191628,299.334407,298.73,299.94,298.495,299.83,35235859,191628,299.334407,298.73,299.94,298.495,299.83,35235859,191628,299.334407
300.91,301.07,299.4601,300.42,35889568,211246,300.195329,300.91,301.07,299.4601,300.42,35889568,211246,300.195329,300.91,301.07,299.4601,300.42,35889568,211246,300.195329,300.91,301.07,299.4601,300.42,35889568,211246,300.195329,300.91,301.07,299.4601,300.42,35889568,211246,300.195329
299.74,302.2,299.6806,301.59,45705877,215213,301.494776,299.74,302.2,299.6806,301.59,45705877,215213,301.494776,299.74,302.2,299.6806,301.59,45705877,215213,301.494776,299.74,302.2,299.6806,301.59,45705877,215213,301.494776,299.74,302.2,299.6806,301.59,45705877,215213,301.494776
302.94,303.85,302.91,303.34,42168465,215240,303.287164,302.94,303.85,302.91,303.34,42168465,215240,303.287164,302.94,303.85,302.91,303.34,42168465,215240,303.287164,302.94,303.85,302.91,303.34,42168465,215240,303.287164,302.94,303.85,302.91,303.34,42168465,215240,303.287164
303.0,304.23,302.86,303.14,44285021,220264,303.442755,303.0,304.23,302.86,303.14,44285021,220264,303.442755,303.0,304.23,302.86,303.14,44285021,220264,303.442755,303.0,304.23,302.86,303.14,44285021,220264,303.442755,303.0,304.23,302.86,303.14,44285021,220264,303.442755
303.43,304.55,301.99,304.21,49656116,283053,303.314254,303.43,304.55,301.99,304.21,49656116,283053,303.314254,303.43,304.55,301.99,304.21,49656116,283053,303.314254,303.43,304.55,301.99,304.21,49656116,283053,303.314254,303.43,304.55,301.99,304.21,49656116,283053,303.314254
